Precentral_L,Precentral_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Postcentral_L,Postcentral_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Cerebelum_Crus1_L,Cerebelum_Crus1_R,Cerebelum_Crus2_L,Cerebelum_Crus2_R,Cerebelum_3_L,Cerebelum_3_R,Cerebelum_4_5_L,Cerebelum_4_5_R,Cerebelum_6_L,Cerebelum_6_R,Cerebelum_7b_L,Cerebelum_7b_R,Cerebelum_8_L,Cerebelum_8_R,Cerebelum_9_L,Cerebelum_9_R,Cerebelum_10_L,Cerebelum_10_R
0.047662765,0.055179678,0.061753593,0.09775595,0.043485157,0.004697119,0.015217601,0.05949285,0.050751854,0.013166152,0.050049715,0.08855716,0.02556817,0.07297423,0.013200676,0.04224072,0.027676696,-0.0058065467,0.035808805,0.002761353,0.0339745,-0.020597838,0.0043738335,-0.11007752,-0.02709888,0.030326067
-0.2751129,-0.15457869,0.9102781,1.2919391,0.22026913,1.0312722,0.28294468,-1.8973516,0.17437394,0.5861733,0.2800982,-0.059919246,-0.21372405,1.7514296,0.24950063,1.7549998,0.6256583,1.3845139,1.1738821,1.605365,2.0065548,0.4570407,0.46197912,2.084324,0.46517512,2.6504114
-1.1400269,-1.2299685,0.37715855,0.14773127,-0.1395999,0.2178866,-0.66901654,-2.932528,-0.5738948,-0.2660407,-0.8605753,-0.78014237,-0.22335975,-0.041464634,0.0631835,0.7415653,0.08865819,0.15166818,0.29413262,0.6367086,1.5828904,-0.115866095,-0.19573049,1.0868245,0.70840317,1.4976091
-2.0159342,-2.2555654,-1.0310339,-1.3941097,-0.9686972,-1.3045266,-1.8311507,-2.510632,-1.5350338,-1.7345299,-2.0883856,-1.5037231,-1.0240803,-2.7042692,-0.41818044,-1.4145354,-0.85730314,-1.6983403,-1.3198067,-1.5866371,-0.2817485,-0.81194866,-1.0167428,-0.6147469,0.70358825,-0.8902462
-1.617132,-1.4175218,-1.5442383,-0.6772932,-1.174005,-1.2572246,-1.3759633,-0.81394583,-1.0544217,-1.5163745,-1.2120258,-1.0146614,-1.5180792,-1.868953,-0.4140787,-1.4849026,-0.7385172,-0.7474824,-0.8557869,-1.8428097,-0.65472364,-0.61082137,-0.8131282,-0.12388395,0.5027378,-0.7149851
0.27995038,1.079545,-0.5283106,1.1996329,0.16875643,0.3571004,0.58402723,0.81594485,0.909229,0.81614745,1.1302369,0.40054083,0.43144497,1.3087268,0.12243896,0.44605225,0.2887365,2.121443,1.4165326,0.4502007,1.0706996,0.016330644,-0.129031,0.57465756,0.2099002,0.8719038
1.8082725,2.6358113,0.6293628,1.5206903,1.8328316,1.500428,1.9743519,0.8397799,2.0207472,2.406787,1.8814522,0.6900653,2.5845218,2.0594227,-0.0934193,1.4773597,0.6257218,2.8131535,2.1782665,2.342424,2.209394,0.4274529,0.07043377,-0.7420064,0.056677267,1.0348713
1.1424805,1.7687594,0.4652479,0.045521256,1.5243362,1.2388935,1.3282187,-0.23794663,0.8164346,0.8866163,0.0811789,-0.64446795,1.2460734,-0.40437767,-1.2298275,0.36860952,-0.20557928,0.18105985,0.30004126,1.1505435,0.8498927,0.67568445,0.004303948,-1.8902911,-0.04316139,0.077794984
-0.6396496,0.045984767,-0.53264153,-1.1759661,-0.4863144,0.9433342,-0.35210422,-0.29933205,-0.8714923,-1.5359558,-1.4992859,-1.1865718,-1.4213636,-1.9779006,-1.1025405,-0.8990208,-0.74172306,-2.1829262,-1.3010297,-1.6705068,-1.2387248,0.8783368,0.41117454,-0.4857216,-0.26933068,-0.31810305
-1.0046008,-0.5931787,-0.7559724,-0.7644776,-1.4890301,1.7909092,-0.79707724,0.91741604,-0.540754,-0.88567424,-0.33946085,0.3270115,-0.8092623,-0.16153628,1.2292291,-0.2797876,0.13142356,-1.1290468,-0.31010365,-2.3436022,-1.460458,0.97342163,1.3221296,1.521841,-0.045930848,-0.06609869
0.016346673,-0.3525454,0.11644857,0.4573534,-0.633521,2.569376,0.44823045,1.2823217,1.3265797,2.2924314,2.227093,1.5306051,1.7648703,2.5414472,3.0802805,1.3422707,1.4899182,1.6932626,1.6826597,-0.30276746,-0.11068494,0.8558373,1.9988992,1.5350589,0.9435903,-0.082422145
0.21302171,-0.3272846,0.81729114,0.7762653,0.19682115,1.5830201,1.3017852,0.21141812,2.0697892,3.5404499,2.90682,0.6352923,1.8549272,2.6269019,2.2909963,1.6638889,1.8223202,2.5237195,2.1721745,1.3625451,0.9099364,0.4195353,1.6985806,0.9804709,1.4091032,-0.9217865
