Precentral_L,Precentral_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Postcentral_L,Postcentral_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Cerebelum_Crus1_L,Cerebelum_Crus1_R,Cerebelum_Crus2_L,Cerebelum_Crus2_R,Cerebelum_3_L,Cerebelum_3_R,Cerebelum_4_5_L,Cerebelum_4_5_R,Cerebelum_6_L,Cerebelum_6_R,Cerebelum_7b_L,Cerebelum_7b_R,Cerebelum_8_L,Cerebelum_8_R,Cerebelum_9_L,Cerebelum_9_R,Cerebelum_10_L,Cerebelum_10_R
-0.052753575,-0.008492113,-0.02116384,-0.1745,-0.028168844,0.018630942,-0.03302625,-0.12996612,0.021310667,-0.023747358,0.00050390675,0.024508644,-0.0053739003,-0.0035057485,0.037241425,0.0061454945,0.03723627,-0.00033753476,0.017564084,0.0051259045,0.0177093,0.0044097756,-0.00047660692,0.007733308,0.082573816,0.06941108
-0.46219483,0.7057779,0.07573106,-0.2784089,-0.5548812,-0.31387407,0.6031724,0.75810367,0.53716624,0.6571121,-0.27321526,-2.4285915,-1.7384177,-1.4328501,0.010415743,-0.34162867,0.11815142,-0.2595472,0.20149532,-0.3887072,-0.5778123,-1.0034074,0.9604266,-1.4598837,0.024528047,-2.0039606
-0.78727746,0.2890309,-0.5733912,-0.4787948,-1.1616448,-0.6416889,-0.2976844,0.4148766,0.29526258,0.3542613,-0.48780394,-2.5533648,-2.3160625,-1.7833346,-0.26581323,-0.87904227,0.20868711,-0.4859765,-0.17787616,-0.7111521,-0.81840205,-1.0248969,0.021272324,-1.3354713,0.6723578,-0.9180705
0.051523406,-0.48065826,-0.85601187,-0.5163828,-0.82007575,-0.4410145,-1.3970232,0.4489222,-7.435623e-05,-0.20817709,-0.34653297,-1.4031018,-1.9819137,-0.82267183,-0.331826,-0.9495388,0.16054583,-0.4360601,-0.48764223,-0.6073136,-0.52692825,-0.10953924,-0.8916189,-0.48625714,1.1481068,1.3940699
1.5193679,-0.48260537,0.06899382,-0.11159914,0.30112445,-0.058663253,-0.95548326,1.8825005,0.3214962,0.031331886,0.22954243,-0.6757266,-1.5843111,0.23278946,0.016072793,-0.3290549,-0.21300328,-0.13794157,-0.0018241225,-0.08015633,0.1398582,0.81646955,0.1463466,0.18739545,0.76607144,1.483892
1.4494591,-0.3933795,0.803759,0.25768343,0.5882012,-0.4860434,0.2663712,2.2604878,0.5721688,0.7456762,0.6251662,0.10055932,-1.0946786,0.35558987,0.28622612,0.09261475,-0.68821394,0.16581044,0.6665625,0.38976508,0.5457742,0.85270065,1.0868609,1.0511355,0.19246775,-0.21820536
-0.25754723,-1.274315,-0.047621995,-0.051017903,-0.121004105,-1.3440264,0.64344895,-0.08934378,-0.20406175,0.7508997,-0.1555185,1.1170256,-0.23451066,-0.09801945,-0.09421949,-0.35652366,-1.015142,0.33708188,0.13811108,0.33996204,-0.10870385,-0.23634018,-0.3704906,1.3961405,-0.20409416,-1.0280938
-1.602708,-1.9596626,-1.3875127,-0.3748838,-0.6282463,-1.3766407,0.19763462,-2.264926,-1.7245319,-0.43843433,-2.030292,0.9854308,0.45341098,-0.78085935,-1.1413007,-1.192192,-1.4096203,0.062030386,-1.6414208,-0.38884833,-1.5524132,-1.6106895,-2.2469268,0.08519257,-0.7936656,-0.45394725
-1.5394576,-0.53959525,-1.1784497,0.25084046,-0.49467248,-0.38442606,0.09438849,-1.3142374,-2.3732936,-1.708779,-2.9289706,0.020459823,0.78347605,-1.3319008,-1.5810732,-1.2920501,-1.4695762,-0.62519073,-2.4807713,-0.98552686,-1.9179883,-1.6733633,-1.373543,-1.2024658,-1.1736087,-0.0047829826
-0.22895125,1.8345959,0.6693535,0.98549014,0.36192796,1.0136604,0.9058537,0.7214754,-1.0770355,-1.373926,-1.3197448,0.3113439,1.4499463,-0.5234255,-0.014320124,-0.1069517,-0.17770484,-0.6297472,-0.65896,-0.018817857,-0.014664729,-0.018315352,1.3037786,0.1452772,-0.52150893,-0.17655157
