0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
1.0,0.39185962,0.5257151,0.20707542,0.13604367,-0.04523231,0.76602846,0.30398405,0.35499555,0.029700292,0.532711,-0.007210685,0.6346303,0.0033286586,0.35347214,-0.26621264,0.22509494,-0.12506479,0.52701616,0.23983003,-0.365308,-0.38173693,0.04993824,-0.20393065,-0.107914,-0.35961562,-0.2661947,-0.30479547,0.13091542,-0.2168791,-0.036803607,-0.24318902,0.5548282,0.20946229,0.34321073,0.52652824,-0.19077563,-0.14897951,0.027737832,-0.082406275,0.029836174,-0.11344658,0.3552837,0.42864445,0.31251362,0.67821354,0.13630074,0.36445642,0.68590885,0.7081415,0.6375833,0.62223095,0.16851814,0.59093016,0.04978355,0.14319077,0.80069965,0.4308374,0.45733967,0.7119165,0.6596186,0.443751,0.46136713,0.09587871,0.5180228,0.26428795,0.5917001,0.45472944,0.37338567,0.10944749,-0.20183876,0.11103,0.17837265,-0.24754521,0.33079374,-0.09979617,0.09426938,0.07529407,-0.011190193,0.05806758,0.33151662,-0.09208956,0.1617125,-0.3061391,0.61263484,-0.017943257,0.21214214,-0.31066695,0.13239804,-0.013324971,0.3369824,0.37677413,0.20616432,0.22785218,0.19188997,0.136695,0.22437885,0.32084328,0.2189444,0.35128668,0.20697053,0.15768066,0.23754448,0.18129165,0.052590214,0.10305443,0.17597018,0.29842514,0.021653084,0.1334296,0.20639424,0.29947984,0.18702653,0.010553582,-0.10189003,-0.11115839
0.39185962,1.0,0.38563758,0.66544634,0.17315164,0.25629675,0.26054883,0.684037,0.11394402,0.22638887,0.49292576,0.57271695,0.36158213,0.41524673,0.27541953,0.2946048,0.5355591,0.5680262,0.58752984,-0.29407102,0.07881023,0.07344889,0.24692087,0.3664113,0.21325752,0.17859912,0.022702895,-0.05501096,0.4460592,0.4545934,0.34333545,0.38601446,0.40010455,-0.33189842,0.49650958,0.2668299,0.47331375,0.4686001,0.6247339,0.61833376,0.31304,0.4690744,0.72180665,0.5321514,0.57951087,0.45088023,0.7267844,0.73141795,0.28291005,0.4120775,0.06069917,0.44776812,0.5879838,0.399053,0.66810924,0.6561936,0.5267093,0.84680164,-0.14633334,0.25496206,0.17749557,0.6109782,0.47791913,0.6669553,-0.0041809035,0.6257715,0.17891346,-0.088128835,0.1817385,-0.45058933,0.11416802,0.5001186,0.54923314,0.40928796,0.5280893,0.29439345,0.66229457,0.6734538,0.20333567,0.6804348,0.5379919,0.6097112,0.26581195,0.37269735,0.32172003,0.60574865,0.4103874,0.33677137,0.52800745,0.5261947,0.69628143,0.5758403,0.59875315,0.6469474,0.6318497,0.640536,0.790978,0.75722337,0.77448666,0.6129191,0.67173856,0.64037955,0.70480573,0.7279762,0.6071725,0.62733424,0.4538974,0.40470654,0.3188995,0.60963637,0.7123163,0.6377453,0.63361955,0.6981189,0.537459,0.3568818
0.5257151,0.38563758,1.0,0.63532513,0.47922435,0.29874256,0.7510305,0.5973322,0.49945542,0.35381243,0.46151116,0.16561304,0.53066665,0.1985385,0.54821455,0.12547968,0.21064954,-0.06824849,0.6061652,0.23841462,-0.081635416,-0.14633703,0.6395374,0.3112852,0.3036188,-0.06943323,0.14567329,-0.10449781,0.30011988,-0.015466532,0.48446664,0.2554056,0.27988714,0.1592439,0.3425729,0.36538061,0.07838961,-0.005228441,0.18547708,0.06572066,0.09475522,0.020828005,0.35990903,0.3622148,0.33230582,0.32582033,0.2679994,0.35030612,0.37860715,0.36364466,0.316439,0.3954935,0.3226002,0.4199725,0.2395779,0.23867087,0.41517192,0.29960504,0.11129332,0.2962163,0.2335035,0.40350768,0.10473097,0.087604344,0.29060674,0.29520154,0.20700881,0.1085164,0.0612237,-0.05639646,0.13965361,0.51008767,0.3833952,0.058215536,0.41902885,-0.0019694048,0.20633413,0.22249134,0.3298743,0.25620976,0.38664213,0.08186374,0.33169353,0.042418256,0.5484391,0.13566154,0.35924876,0.010392924,0.25803435,0.13854189,0.35025445,0.23735042,0.2755302,0.29309937,0.25214088,0.19259997,0.30664605,0.29945767,0.28176448,0.31181642,0.3114434,0.29658717,0.3248756,0.34335572,0.2431407,0.19817802,0.2176815,0.3133371,0.0642171,0.15660848,0.17936514,0.24629956,0.14002913,0.08620668,-0.009655546,-0.11533434
0.20707542,0.66544634,0.63532513,1.0,0.5674832,0.6092685,0.29768896,0.87785286,0.38754904,0.6235666,0.4681909,0.62053806,0.33413428,0.50751704,0.554755,0.6214827,0.5015077,0.50169885,0.5368625,-0.32019174,0.32567558,0.2802502,0.649068,0.73831636,0.5694967,0.44765678,0.4792895,0.27708012,0.5705318,0.5745836,0.67188025,0.6094482,0.06365466,-0.42252126,0.43978235,0.13976103,0.5799748,0.47246644,0.6785012,0.6579916,0.44891444,0.59385085,0.6295848,0.42112365,0.594304,0.18317536,0.7409196,0.6556656,0.18148552,0.20993419,-0.060759816,0.35165778,0.7387388,0.3171329,0.7606513,0.70509225,0.20822103,0.5522118,-0.34880888,-0.011500838,-0.09623138,0.5711468,0.2571425,0.5766895,-0.056331534,0.63610697,-0.08762487,-0.3682732,-0.1432171,-0.5771246,0.3196687,0.70629466,0.676503,0.5860815,0.4821261,0.33008882,0.69110584,0.7348426,0.41546404,0.69651157,0.55539453,0.6562683,0.4852628,0.6046132,0.29558504,0.6657975,0.59259576,0.54866576,0.5499814,0.6149157,0.6905446,0.41015625,0.6794317,0.5497155,0.6540796,0.6186648,0.7185313,0.6638458,0.70180345,0.5352152,0.7113379,0.5986862,0.6757841,0.6788199,0.74271315,0.6884723,0.5091083,0.42823318,0.41214535,0.6171615,0.5617346,0.53326035,0.5591892,0.61443514,0.49441084,0.34917542
0.13604367,0.17315164,0.47922435,0.5674832,1.0,0.6580629,0.32587817,0.53746426,0.70764476,0.7131372,0.42409036,0.37585422,0.44782013,0.3532843,0.71526694,0.5362141,0.17865792,0.19984908,0.2511342,-0.095050775,0.41768116,0.35168985,0.49996156,0.46602994,0.68744963,0.443952,0.7136202,0.38050553,0.4670286,0.402666,0.6183176,0.44362974,0.08257789,-0.13501915,0.28684574,0.25012565,0.27038705,0.12387889,0.333854,0.30761257,0.25386643,0.24288273,0.2164826,0.19532925,0.2992267,0.0028521076,0.2526555,0.26222166,0.11624208,0.054341875,-0.03025828,0.21305928,0.4069486,0.12544902,0.39820957,0.3493622,0.057634044,0.13500567,-0.18694553,-0.019647418,0.08378181,0.32880738,0.16201623,0.30334377,0.1333517,0.33850628,-0.050293077,-0.18561885,-0.1267058,-0.3218671,0.40334156,0.602679,0.37571156,0.37663996,0.13967463,0.14225303,0.34961262,0.4258197,0.41438097,0.41562712,0.42898437,0.3470364,0.37583804,0.42323986,0.25422516,0.36819774,0.31752375,0.33751228,0.32504037,0.42778948,0.32873106,0.15878868,0.38921386,0.21750121,0.37910026,0.29054767,0.2966612,0.28303906,0.28741962,0.29154554,0.40463707,0.27443793,0.347277,0.3012502,0.39013493,0.34435165,0.25542194,0.30960953,0.3508647,0.35138816,0.19464882,0.26885593,0.17412895,0.16652627,0.13155733,0.050344337
-0.04523231,0.25629675,0.29874256,0.6092685,0.6580629,1.0,0.06296692,0.5567446,0.48838425,0.81636965,0.20927404,0.42523575,0.08155551,0.33939537,0.54891616,0.6873233,0.27852827,0.40196902,0.20795895,-0.33419624,0.60966265,0.65705484,0.48577487,0.5421687,0.59521395,0.58911157,0.7604162,0.6910708,0.43603918,0.5400764,0.6015922,0.43722987,0.049863692,-0.2804844,0.2747036,0.13986959,0.5462975,0.41254362,0.57129836,0.55003554,0.449183,0.4315472,0.28375372,0.20461486,0.352473,-0.04257492,0.4116295,0.36370298,0.08007988,0.029747434,-0.055024877,0.17393258,0.5517465,0.15691757,0.5428913,0.49998984,-0.019481273,0.24530275,-0.24695584,-0.090425916,-0.11436457,0.30746698,0.11728805,0.37754145,-0.016594712,0.3242201,-0.12878087,-0.29580835,-0.082326524,-0.36640543,0.42400366,0.5309881,0.49208108,0.57620454,0.33848637,0.44911167,0.55251646,0.54031694,0.50572205,0.452647,0.49396837,0.4977463,0.4880717,0.657447,0.17913769,0.51029265,0.392645,0.57722074,0.46183106,0.55715334,0.38309628,0.23755223,0.42398638,0.25623798,0.5336198,0.45583946,0.39127538,0.38074276,0.39851975,0.36625597,0.45804226,0.33034822,0.47756302,0.40107083,0.5739512,0.53864014,0.44253054,0.34386978,0.43167347,0.42566863,0.31919894,0.26388207,0.29357496,0.3528692,0.34778455,0.17547747
0.76602846,0.26054883,0.7510305,0.29768896,0.32587817,0.06296692,1.0,0.35584775,0.54058975,0.08205736,0.4187119,-0.099020034,0.6085584,0.005166029,0.4031734,-0.24675281,0.06537875,-0.2776092,0.46048906,0.37575337,-0.3020361,-0.34187928,0.28432396,-0.10804762,0.053881064,-0.30878982,-0.12717275,-0.2998403,0.03200211,-0.28883955,0.14784215,-0.120954454,0.45096272,0.31988612,0.36119562,0.5067199,-0.2192389,-0.20717849,-0.019413216,-0.17238766,-0.03363535,-0.20153235,0.29537982,0.44896522,0.25867352,0.57663614,0.02211946,0.27020973,0.60295904,0.599006,0.6302982,0.52931994,0.08365727,0.54593164,-0.043205835,0.06302303,0.6340957,0.26375398,0.4832251,0.6361527,0.58846414,0.32846874,0.16581759,-0.074838765,0.5542258,0.17285353,0.55163056,0.47077143,0.2790622,0.19540487,-0.124217026,0.18122609,0.12283795,-0.2665643,0.32181808,-0.16813265,-0.031726554,-0.029797304,0.12678877,0.016433645,0.27781835,-0.18431355,0.13489357,-0.27121887,0.6472979,-0.09568906,0.09652991,-0.31566957,0.03051047,-0.041603122,0.16983567,0.23960887,0.084469005,0.14794572,0.08279416,0.028756103,0.09975077,0.19391012,0.0715239,0.25837344,0.09727908,0.14989962,0.13465217,0.16384128,-0.050992504,-0.049014006,0.07940177,0.30536866,0.008008333,0.017915158,0.05604799,0.16296937,0.0425225,-0.14898802,-0.26834,-0.3464324
0.30398405,0.684037,0.5973322,0.87785286,0.53746426,0.5567446,0.35584775,1.0,0.31407616,0.58756465,0.55254185,0.6521097,0.4569301,0.61575526,0.55655664,0.56415933,0.5112773,0.45376486,0.5655583,-0.3531172,0.23708667,0.19344442,0.643235,0.603729,0.57247585,0.35974744,0.37611532,0.14522481,0.5833701,0.5250596,0.6800425,0.5102761,0.09498293,-0.4518959,0.5099949,0.18071602,0.49399787,0.33676773,0.6197991,0.5899414,0.40701053,0.5081966,0.6930453,0.543041,0.65369314,0.32191014,0.7161515,0.6982504,0.23587069,0.28161183,-0.054078396,0.42767534,0.7406527,0.39802653,0.7156194,0.6944838,0.25518662,0.56492823,-0.39084813,0.036490377,-0.049467888,0.65786767,0.31391704,0.57735896,-0.012917644,0.65494144,-0.076534845,-0.36257884,-0.18844616,-0.6441694,0.22389531,0.6401079,0.57885456,0.5018428,0.43680352,0.32042748,0.6665741,0.7063012,0.34875792,0.673028,0.58569473,0.6162065,0.4323265,0.5307662,0.35827878,0.64252555,0.5092054,0.4414671,0.5477869,0.6322054,0.73465717,0.5072475,0.72946614,0.6191511,0.69003546,0.6226649,0.73269457,0.7110982,0.73467296,0.65233284,0.7732943,0.65208,0.72055334,0.72615105,0.7440166,0.7101949,0.528101,0.49032962,0.47722146,0.68043596,0.61218804,0.60743237,0.58980256,0.64277214,0.48260924,0.26891446
0.35499555,0.11394402,0.49945542,0.38754904,0.70764476,0.48838425,0.54058975,0.31407616,1.0,0.5068794,0.32252806,0.001494456,0.38655922,-0.07463931,0.5937635,0.11750279,0.048860822,-0.007606872,0.24260968,0.11955616,0.12512937,0.11125649,0.23771027,0.18100505,0.3650129,0.18432641,0.43557155,0.2014415,0.12677743,0.08607317,0.29488292,0.112284705,0.3232839,0.09738714,0.34743533,0.45752928,0.0042621205,-0.0035935661,0.09643269,0.05128026,0.05497012,0.005000686,0.16868088,0.24607407,0.22095299,0.20649889,0.06879805,0.2156286,0.34519827,0.36253765,0.31898016,0.32330868,0.17698793,0.30674323,0.11402572,0.17408212,0.30604777,0.1893218,0.2749568,0.37130356,0.39627755,0.29028565,0.12022067,0.11157105,0.3203356,0.21933787,0.31635174,0.22445558,0.15487862,0.07260038,0.21592574,0.36016327,0.15307336,0.003189321,0.22161373,-0.021703826,0.16545649,0.14530975,0.32521194,0.18033995,0.3164409,0.0757394,0.31519592,0.13252671,0.37921876,0.10036633,0.23159984,0.027772535,0.06580283,0.12201991,0.14147067,0.23582177,0.18911035,0.14691627,0.25728154,0.11939774,0.14105706,0.18742947,0.06495891,0.24462442,0.16485517,0.14785054,0.19466354,0.112913154,0.14333528,0.15798308,0.19889578,0.38501608,0.20837834,0.14280361,0.07360849,0.105553634,0.08505768,-0.08597929,-0.07015008,-0.121967845
0.029700292,0.22638887,0.35381243,0.6235666,0.7131372,0.81636965,0.08205736,0.58756465,0.5068794,1.0,0.2984173,0.4894315,0.15231197,0.41199037,0.5847621,0.6867961,0.3217781,0.35869366,0.27002376,-0.34560382,0.53176206,0.45151705,0.48344785,0.5644873,0.6533197,0.5470855,0.7744639,0.5573476,0.48743427,0.5096589,0.60258704,0.40595037,0.068881616,-0.31444475,0.35355967,0.15866266,0.44187847,0.32402262,0.45721212,0.44540143,0.37370795,0.4078647,0.33208707,0.23462841,0.41809735,0.010166726,0.45521,0.3623651,0.1542067,0.06705853,-0.090657495,0.21591273,0.5507317,0.09940582,0.5302437,0.47585583,-0.0085008815,0.2645571,-0.28372243,-0.030243237,-0.09439413,0.48134175,0.2285002,0.42691705,0.0045200833,0.43033138,-0.11121242,-0.32664132,-0.24322133,-0.40742627,0.36220476,0.5284925,0.43356434,0.48116305,0.17575878,0.2911467,0.513312,0.521952,0.4419092,0.4706386,0.46334678,0.4923991,0.43967733,0.5774418,0.13630791,0.5096591,0.39402926,0.48299542,0.4109262,0.56091243,0.5316553,0.32116097,0.56801546,0.31325325,0.53197914,0.4062249,0.42172197,0.41422015,0.44176134,0.4353845,0.52939594,0.3427846,0.4469065,0.36412412,0.6087261,0.5648986,0.4604183,0.41859227,0.42769396,0.4834644,0.37375394,0.3816194,0.38107133,0.3684596,0.34735987,0.22329313
